Awesome	May 21, 2021	2021-05-21	Rated 5 out of 5 stars	Hassle free and got what I wanted in a car insurance.	5b46ea6f4de5666d34d0e37c	106
Good service and easy to use…	May 21, 2021	2021-05-21	Rated 4 out of 5 stars	Good service and easy to use app/website for renewal. I'm taking one star off for removing a feature from my existing plan and making me pay extra for it during the renewal.	572dc8be0000ff000a1df8c5	106
Thank you	May 21, 2021	2021-05-21	Rated 5 out of 5 stars	Thank you very much	60a74d2731a9250019b2cb56	106
Nice and Easy Website	May 21, 2021	2021-05-21	Rated 5 out of 5 stars		5d8c9e37ac8076568376c397	106
Window doesnt refresh	May 20, 2021	2021-05-20	Rated 3 out of 5 stars		60a65f4555c412001a193280	106
Online application easy and friendly	May 20, 2021	2021-05-20	Rated 4 out of 5 stars	Online application simple and fast.	60a6066e9b3aca0019ea7131	106
Quick and easy application	May 20, 2021	2021-05-20	Rated 5 out of 5 stars		609fa2f8f9af37001ab006be	106
Timely reminders	May 20, 2021	2021-05-20	Rated 5 out of 5 stars	Timely reminders, hassle free renewal, great price when factor in loyalty discount	60a5ec57af5f550019d447f2	106
Tracy responded within a short time and…	May 20, 2021	2021-05-20	Rated 5 out of 5 stars	Tracy responded within a short time and in a very fun and friendly manner. She provided me with very clear instructions which cleared my doubts on the first contact. Awesome experience for sure!	5f2820a2baa2f6d0a2ffdff7	106
fast n simple	May 20, 2021	2021-05-20	Rated 5 out of 5 stars		60a5b6de31a9250019b211e7	106
I have cancelled my car insurance…	May 18, 2021	2021-05-18	Rated 5 out of 5 stars	I have cancelled my car insurance policy before the effective date due to personal reason and appealing for a full refund. I am glad to be attended by the friendly and responsive customer service officer Evon Thoo who assisted me in this matter.  Thank you very much!	60a3d05cb85e8d0019d0d665	106
Thanks for the promotion	May 18, 2021	2021-05-18	Rated 5 out of 5 stars	Thanks for the promotion. 2 Years and counting with them!	60a3cd0837047900194c59fd	106
Easier and clear instructions to renew…	May 18, 2021	2021-05-18	Rated 4 out of 5 stars	Easier and clear instructions to renew the insurance.	60a3b8d9cb096c001b0d69ac	106
Customer service is helpful	May 18, 2021	2021-05-18	Rated 5 out of 5 stars	Customer service is helpful. Easy to purchase insurance online without hassle.	60a3233891916f001903403b	106
A BIG thanks to Evon Thoo!	May 17, 2021	2021-05-17	Rated 5 out of 5 stars	Evon was a very responsive customer engagement officer.  My case was complicated by the error I made with MOM domestic helper application, nevertheless, she assisted me wholeheartedly throughout with a smile and took extra miles to coordinate with her other team members at the backend. Very appreciative of her warmth and dedicated to work. A very pleasing experience which will made me continue to use FWD as my top choice insurer.	5be98fe70306db11d13ba85d	107
Online purchase process is user…	May 16, 2021	2021-05-16	Rated 5 out of 5 stars	Online purchase process is user friendly and rates seem reasonable.	5ef0678f41eeae507bb0084f	107
Easy to renew maid insurance	May 16, 2021	2021-05-16	Rated 5 out of 5 stars		60a0a07ca93018001a61d8ec	107
Easy access and user friendly!	May 16, 2021	2021-05-16	Rated 5 out of 5 stars		60a083d8a93018001a61d424	107
Fast	May 15, 2021	2021-05-15	Rated 5 out of 5 stars	Fast, easy... hassle free... love it	609fb2b913f5ba001b1377ef	107
Simple & Fuss-free service	May 15, 2021	2021-05-15	Rated 5 out of 5 stars	Simple, fuss-free & efficient!	5da1ce982cab13e1256839f9	107
Excellent service	May 14, 2021	2021-05-14	Rated 5 out of 5 stars	Excellent service. Prompt n knowledgeable.  Keep it up	609e8717411555001a5f5ec3	107
Good	May 14, 2021	2021-05-14	Rated 5 out of 5 stars	Easy, hassle free and fast renewal of car insurance.	609e82a53cb38e0019980b63	107
Purchase of insurance online is a…	May 14, 2021	2021-05-14	Rated 5 out of 5 stars	Purchase of insurance online is a breeze. Good to know that I can go for customization to my needs so that I know I can buy what I need and not to be over-insured.	609e5112e077cc001a96c1c9	107
Great service	May 14, 2021	2021-05-14	Rated 5 out of 5 stars	Great service. Speically from Yan.	609e28f885dde600191fc408	107
Tracy is very supportive to customer…	May 14, 2021	2021-05-14	Rated 5 out of 5 stars	Tracy is very supportive to customer needs. She has shown  professionalism  and replied promptly to my enquiries.	609deeb285dde600191fa9bc	107
Good first impression!	May 14, 2021	2021-05-14	Rated 5 out of 5 stars	Good first impression!First time buying a policy from FWD.  I am impressed with the efficient and quick service in cancelling my policy.  A party in my group decided to cancel her trip and Karl was very professional and helpful in helping me make the necessary arrangements. Will definitely buy a policy again in future.Thank you Karl and I look forward to getting my refund soon!	609de8e04860e80019d15c6a	107
Easy and simple to renew my policy.	May 13, 2021	2021-05-13	Rated 4 out of 5 stars		609d3de1f7bd56001a8de450	107
Thanks	May 13, 2021	2021-05-13	Rated 4 out of 5 stars	Thanks for the information	609cffc6a8b78200198b7b71	107
hassle free way of renewing insurance…	May 13, 2021	2021-05-13	Rated 5 out of 5 stars	hassle free way of renewing insurance policy. reasonable price.	5a1e473c0000ff000ae92303	107
COMPETITIVE PRICE AND EASE OF…	May 13, 2021	2021-05-13	Rated 5 out of 5 stars	COMPETITIVE PRICE AND EASE OF APPLICATION. IT'S THE MOST CONVENIENT EXPERIENCE	5cecccfdd0f746b05a4dfd51	107
Fast and easy	May 13, 2021	2021-05-13	Rated 5 out of 5 stars		609ca776f5b106001a5bc733	107
Simple to get quote & purchase policy	May 13, 2021	2021-05-13	Rated 4 out of 5 stars	Simple to get quote & purchase policy, could be better if upfront higher discounts are given, in this case for auto insurance, last year policy cost was much lower when compared to this year. WIth Covid lockdown, insurance policy costs according to LTA has gone down, but FWD has gone up, no reason with facts shown.	609c88b3187c58001a85686f	107
Fantastic insurance company	May 11, 2021	2021-05-11	Rated 5 out of 5 stars	Fantastic insurance company, fuss-free and easy to use web portal. Customer service is fast & responsive over call as well. Highly recommended. BTW i switched from NTUC Car insurance over and NTUC is lousy,	609a536f0a2f2b00194fdbb7	107
Easy to use	May 11, 2021	2021-05-11	Rated 4 out of 5 stars	Easy to use, and quick response from staff when I needed clarification.	609a4c2463e8b9001abcbd56	107
Your car insurance renewal website is…	May 11, 2021	2021-05-11	Rated 3 out of 5 stars	Your car insurance renewal website is not easy to navigate. Letter and space sensitive! Tried to renew and was only able to do so after speaking to your customer sales representive Wati who assisted me.	609a2056910779001a94defe	108
Fuss free online renewal	May 11, 2021	2021-05-11	Rated 5 out of 5 stars	Fuss free online renewal.  Steps were a breeze to get the renewal done.	575236a40000ff000a261b5a	108
straightforward!	May 10, 2021	2021-05-10	Rated 5 out of 5 stars		60992266845ded00190dd96c	108
No voucher or other freebies?	May 10, 2021	2021-05-10	Rated 4 out of 5 stars	When I first purchase this auto insurance last year, there was some vouchers for supermarket. This time round, other than slight discount, which is no big deal as this drop is tied to the lower car value to be insured this year as compared to previous year.	5ee09e901af6278297b275ed	108
cheap and good insurance	May 10, 2021	2021-05-10	Rated 5 out of 5 stars	cheap and good insurance. very competitive	6098ca79a8fc63001b718571	108
Fast and quick!	May 10, 2021	2021-05-10	Rated 5 out of 5 stars		60988707910779001a942000	108
Chatting with your robot was very…	May 9, 2021	2021-05-09	Rated 4 out of 5 stars	Chatting with your robot was very unhelpful. She keeps giving generic answers which is not relevant to my questions. So, that was rather frustrating.Otherwise, for someone not very IT savvy like me, your website is quite user-friendly.	5ce5118c14755c65a11c30e6	108
Loyalty deals	May 9, 2021	2021-05-09	Rated 5 out of 5 stars	FWD is my car, home content and fire insurer due to price and establishment. Hope they have loyalty deals for us.	6097cda47e03b7001906f414	108
Clear explanation	May 9, 2021	2021-05-09	Rated 5 out of 5 stars	Clear explanation, alert me further discount by phone call so that I could not missed out! Great service!	6097a71863e8b9001abb7785	108
Overall buying maid policy through…	May 9, 2021	2021-05-09	Rated 5 out of 5 stars	Overall buying maid policy through online portal is super easy. Absolutely hassle free !Thanks for making this happen.	6097581b3beaf40019c45d84	108
Satisfied customer	May 8, 2021	2021-05-08	Rated 5 out of 5 stars	Satisfied customer, but surprise gift could be made more attractive.	5c02ceabf3da858d748e12ac	108
not easy to renew with old record	May 7, 2021	2021-05-07	Rated 3 out of 5 stars	not easy to renew with old record, FIN or Policy no.	60953afd7e03b7001905d26b	108
Both Jayde and Koki G have provided…	May 7, 2021	2021-05-07	Rated 5 out of 5 stars	Both Jayde and Koki G have provided quick and relevant advise for my needs.  Keep it up 👍	609538a9944ea0001a19f6bd	108
Wonderful user experience	May 7, 2021	2021-05-07	Rated 5 out of 5 stars	Wonderful user experience. Fast and seamless. Good job.	609514bcbeb8b700194a92fc	108
Easy to use platform	May 6, 2021	2021-05-06	Rated 5 out of 5 stars		6094059ac641620019c0ec95	108
The FWD online platform are great and…	May 6, 2021	2021-05-06	Rated 5 out of 5 stars	The FWD online platform are great and easy accessible for my needs with ease.	6093675972413000193a3cbe	108
The online website is straight forward	May 5, 2021	2021-05-05	Rated 5 out of 5 stars	The online website is straight forward. I had a good experience in buying the car insurance.	60925de528034f001a847bed	108
Fast and user friendly	May 5, 2021	2021-05-05	Rated 5 out of 5 stars		6092479a3717ff001c8de762	108
SEE YOU AGAIN!	May 5, 2021	2021-05-05	Rated 5 out of 5 stars		609238b4b55bba00196a5f19	108
easy to use	May 5, 2021	2021-05-05	Rated 5 out of 5 stars	easy to use. breeze thru it.	6092332028034f001a8457b3	108
Claim is efficient and reasonable.	May 5, 2021	2021-05-05	Rated 5 out of 5 stars		6092010af1418b001a6d52a7	109
Easy and straight forward.	May 4, 2021	2021-05-04	Rated 5 out of 5 stars		60914bb2bcb4b000195d65dc	109
slow loading page	May 4, 2021	2021-05-04	Rated 3 out of 5 stars	page loading is too slow when comes to payment.	60910d2cbcb4b000195d3351	109
Maid Insurance that includes COVID-19 & Pre-existing conditions	May 4, 2021	2021-05-04	Rated 5 out of 5 stars	As far as I know, FWD maid insurance is the only one that covers pre-existing conditions and includes COVID-19 (not as an option).	6090bf62cf2203001d620ec0	109
hassle free and price is cheap	May 4, 2021	2021-05-04	Rated 5 out of 5 stars	hassle free and price is cheap. tks	6090aedebcb4b000195d015b	109
System hang and the page is not user…	May 4, 2021	2021-05-04	Rated 1 out of 5 stars	System hang and the page is not user friendly.	6090a427bcb4b000195cfe3f	109
Doesn't work with android and firefox	May 3, 2021	2021-05-03	Rated 2 out of 5 stars	Tried android and firefox without any success. Only works with Microsoft edge. Limited option. Should have stated it somewhere in your site. Waste so much time just to pay a premium	60901400bcb4b000195cacfb	109
the payment page did not load for about…	May 3, 2021	2021-05-03	Rated 3 out of 5 stars	the payment page did not load for about 3 hours of trying. Needs to be improve availability.	6090014f7e2672001973239f	109
Confirmation of email takes too long to…	May 3, 2021	2021-05-03	Rated 4 out of 5 stars	Confirmation of email takes too long to send out.	608ff64a7d6709001a111b13	109
There were glitches in the website	May 3, 2021	2021-05-03	Rated 3 out of 5 stars	There were glitches in the website. For e.g. during payment, if I choose not to save the card details, the system just hangs. I had to close the page and try again. In the end, I made the payment by saving my card details which was not what I had intended to do. Also, there were other glitches in the website. For e.g. if I were to retrieve the employer details by login, the system could not proceed.	608ff13928034f001a8302de	109
East to use and understand	May 3, 2021	2021-05-03	Rated 5 out of 5 stars		5c5ee79c4ce3e43b89fb23db	109
Very easily guide	May 3, 2021	2021-05-03	Rated 5 out of 5 stars	Very easily guide, well done FWD, your I.T dept doing great work...	608fe998e31684001c9cd0b8	109
Quick and fast to renew maid insurance	May 3, 2021	2021-05-03	Rated 5 out of 5 stars	Quick and fast to renew maid insurance. Thanks.	608fa3cb41abe3001a322b99	109
Thank you very much for the simple and…	May 3, 2021	2021-05-03	Rated 5 out of 5 stars	Thank you very much for the simple and painless process of applying for my home insurance.Much thanks.Mikael	5d35c24a89ce86debbe630a2	109
A bit lag on the system	May 2, 2021	2021-05-02	Rated 2 out of 5 stars	A bit lag on the system. Need to log in 2 to 3 times...	5c00e9d1a33844fdf563e02f	109
Quick and easy home insurance application	May 1, 2021	2021-05-01	Rated 5 out of 5 stars	very easy to navigate on the site and a speedy, effortless application	608d5b8b186f7a001a311118	109
Need more simple details about travel…	May 1, 2021	2021-05-01	Rated 3 out of 5 stars	Need more simple details about travel plan. And want to know if travel by cruise can also buy travel insurance as it is not stated so presume it is allowed.	608d5b7241abe3001a31413f	109
Very smooth experience	May 1, 2021	2021-05-01	Rated 5 out of 5 stars	Very smooth experience with supporting info at the right places	608cc531f1418b001a6a9d52	109
Overdue eVoucher appeal	Apr 30, 2021	2021-04-30	Rated 5 out of 5 stars	I bought auto insurance for the first time from FWD in Dec 2019. FWD emailed an eVoucher of $100 to me. However I totally missed it.Came Dec 2020, I continue renew my auto insurance with FWD.Only recently when I cleared my Gmail then discovered the long overdue eVoucher.Thanks to Tracy from the Customer Engagement Team who help to appeal to FWD management to reissue me the eVoucher. Very much appreciated her great effort.	608c00543b5467001a005bce	109
I was supported by Mooralli Raj from…	Apr 30, 2021	2021-04-30	Rated 5 out of 5 stars	I was supported by Mooralli Raj from the Singapore Customer Engagement Team who did his very best to help me with an issue concerning my NCD. Due to his follow-up and empathy and care that shone through the phone, I will always remember him and my interaction with FWD.	608b887b186f7a001a302898	109
Fast and simple and good customer…	Apr 29, 2021	2021-04-29	Rated 4 out of 5 stars	Fast and simple and good customer service following up	5a6b00600000ff000b066fa9	110
FWD provide easy and fast renewal…	Apr 29, 2021	2021-04-29	Rated 5 out of 5 stars	FWD provide easy and fast renewal service.	608a170ff7d370001a92f492	110
